MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,EnclosedPorch,MiscVal
160,35.0,3735,7,5,1999,1999,218.0,450,0,241,691,713,739,1452,2,0,1999.0,2,0,0,0
190,60.0,10120,7,4,1910,1950,0.0,0,0,925,925,964,925,1889,1,1,1960.0,1,0,264,0
20,89.0,13214,9,5,2008,2009,0.0,0,0,2002,2002,2018,0,2018,2,1,2009.0,3,144,0,0
50,78.0,11344,5,5,1958,1958,180.0,460,0,414,874,874,650,1524,1,0,1958.0,1,0,0,0
80,124.0,11512,6,7,1959,2006,84.0,719,0,300,1019,1357,0,1357,1,1,1959.0,1,0,0,0
50,53.0,5362,5,6,1910,2003,0.0,0,0,661,661,661,589,1250,2,1,1985.0,2,242,81,0
90,95.0,11345,5,5,1948,1950,567.0,220,0,708,928,928,992,1920,2,0,1948.0,2,0,0,0
50,60.0,7500,4,4,1920,1950,0.0,0,0,698,698,698,430,1128,1,0,1980.0,2,30,164,0
20,67.0,9808,7,5,2002,2002,110.0,788,0,785,1573,1573,0,1573,2,0,2002.0,2,0,0,0
20,50.0,8049,7,5,1990,1990,54.0,1053,0,256,1309,1339,0,1339,2,1,1990.0,2,0,0,0
20,61.0,8800,5,7,1977,2008,0.0,532,144,364,1040,1040,0,1040,2,0,1977.0,2,0,0,0
50,50.0,9638,6,7,1919,1990,0.0,0,0,804,804,1699,748,2447,2,1,1969.0,1,272,42,0
50,50.0,6000,6,6,1939,1950,0.0,0,0,780,780,825,587,1412,1,1,1939.0,1,45,0,0
120,40.0,5664,8,5,2000,2000,0.0,1158,0,343,1501,1659,0,1659,2,1,2000.0,2,212,0,0
60,86.0,11065,8,5,2006,2006,788.0,0,0,1085,1085,1120,850,1970,2,1,2006.0,3,177,0,0
160,21.0,1680,5,7,1972,1972,268.0,231,0,399,630,630,672,1302,2,0,1972.0,1,185,0,0
70,60.0,6600,5,4,1892,1965,0.0,0,0,994,994,1378,994,2372,2,0,1985.0,1,0,0,0
60,78.0,10140,7,5,1976,1976,0.0,194,0,638,832,832,832,1664,2,1,1976.0,2,0,0,0
20,60.0,8172,5,7,1955,1990,0.0,167,0,697,864,864,0,864,1,0,1957.0,2,0,0,0
20,70.0,8400,5,5,1968,1968,168.0,1016,0,36,1052,1052,0,1052,1,0,1968.0,1,356,0,0
20,80.0,8700,5,6,1963,1963,148.0,776,0,344,1120,1128,0,1128,2,0,1963.0,2,192,123,0
180,35.0,3675,6,5,2005,2006,82.0,547,0,0,547,1072,0,1072,2,0,2005.0,2,0,0,0
60,313.0,63887,10,5,2008,2008,796.0,5644,0,466,6110,4692,950,5642,2,3,2008.0,2,214,0,0
20,75.0,7500,5,7,1959,1994,0.0,340,906,0,1246,1246,0,1246,1,0,1959.0,1,218,0,0
60,92.0,10120,8,5,1994,1994,391.0,740,0,425,1165,1203,1323,2526,2,1,1994.0,3,309,0,0
20,73.0,8688,7,5,2005,2005,228.0,0,0,1616,1616,1616,0,1616,2,0,2005.0,3,208,0,0
160,32.0,3363,7,5,2004,2004,117.0,0,0,976,976,976,732,1708,2,0,2004.0,2,0,0,0
20,108.0,13173,9,5,2006,2007,300.0,1572,0,80,1652,1652,0,1652,2,2,2006.0,2,404,0,0
120,48.0,6955,7,5,2005,2006,94.0,0,0,1368,1368,1368,0,1368,2,1,2005.0,2,132,0,0
20,60.0,8072,5,5,1994,1995,0.0,746,0,244,990,990,0,990,1,0,2000.0,2,0,0,0
20,100.0,12000,5,7,1948,2005,0.0,144,608,172,924,1122,0,1122,1,0,1948.0,2,0,0,0
20,100.0,17500,7,8,1959,2002,0.0,1406,0,496,1902,1902,0,1902,2,2,1959.0,2,0,162,0
20,68.0,8814,7,5,2005,2007,80.0,925,0,349,1274,1274,0,1274,2,0,2005.0,2,264,0,0
60,108.0,14774,9,5,1999,1999,165.0,0,0,1393,1393,1422,1177,2599,2,1,1999.0,3,668,0,0
20,60.0,8190,4,6,1954,1954,0.0,732,0,216,948,948,0,948,1,1,1956.0,1,0,0,0
60,85.0,11075,6,5,1969,1969,0.0,500,276,176,952,1092,1020,2112,2,2,1969.0,2,280,0,0
20,61.0,10226,8,5,2008,2008,270.0,0,0,1622,1622,1630,0,1630,2,1,2008.0,3,172,0,0
120,47.0,4230,7,5,2006,2007,0.0,0,0,1352,1352,1352,0,1352,2,1,2006.0,2,0,0,0
20,75.0,10215,4,5,1954,1954,132.0,492,0,372,864,948,0,948,1,0,1954.0,1,0,0,0
20,70.0,8400,6,3,1957,1957,0.0,189,661,628,1478,1478,0,1478,1,2,1957.0,2,114,0,0
60,107.0,10186,7,5,1992,1992,0.0,674,0,76,750,1061,862,1923,2,1,1992.0,2,240,0,0
20,75.0,9986,8,5,2006,2007,428.0,0,0,1795,1795,1795,0,1795,2,1,2007.0,3,0,0,0
20,60.0,6600,5,9,1982,2008,0.0,641,0,175,816,816,0,816,1,1,1982.0,1,0,0,0
50,60.0,10440,6,7,1920,1950,0.0,493,0,1017,1510,1584,1208,2792,2,2,1920.0,2,0,0,1150
60,63.0,9084,7,5,1998,1998,0.0,0,0,935,935,955,677,1632,2,1,1998.0,2,0,0,0
20,85.0,10000,8,5,2006,2006,410.0,0,0,1588,1588,1588,0,1588,2,1,2006.0,3,144,0,0
80,55.0,10780,5,5,1976,1976,0.0,483,0,428,911,954,0,954,1,0,1976.0,2,0,0,0
20,67.0,8877,4,6,1938,1958,0.0,690,0,126,816,816,0,816,1,1,1958.0,1,0,0,0
50,60.0,7200,5,6,1938,1995,0.0,0,0,803,803,803,557,1360,1,0,1951.0,1,0,190,0
160,24.0,2368,5,6,1970,1970,312.0,765,0,0,765,765,600,1365,1,0,1970.0,2,0,0,0
20,80.0,9650,6,5,1977,1977,360.0,686,0,664,1350,1334,0,1334,2,1,1977.0,2,0,0,0
90,87.0,9246,5,5,1973,1973,564.0,0,0,1656,1656,1656,0,1656,2,0,1973.0,2,0,0,0
60,95.0,13450,7,5,2002,2002,0.0,700,0,216,916,920,941,1861,2,0,2002.0,2,146,0,0
20,120.0,9560,5,7,1972,1972,0.0,360,0,504,864,864,0,864,1,0,1972.0,1,0,0,0
20,70.0,8294,4,5,1971,1971,0.0,0,0,858,858,872,0,872,1,0,1974.0,4,0,0,0
20,66.0,13695,6,5,2003,2004,0.0,814,0,300,1114,1114,0,1114,1,0,2004.0,2,0,0,0
50,57.0,7558,6,6,1928,1950,0.0,0,0,896,896,1172,741,1913,1,1,1929.0,2,0,0,0
60,85.0,11103,7,5,2006,2006,0.0,0,0,728,728,728,728,1456,2,1,2006.0,2,0,0,0
30,50.0,6000,4,4,1920,1950,0.0,250,0,710,960,960,0,960,1,0,1997.0,1,0,168,0
20,93.0,15306,8,5,2006,2007,100.0,80,0,1652,1732,1776,0,1776,2,1,2006.0,3,0,0,0
90,91.0,11643,5,5,1969,1969,368.0,500,0,748,1248,1338,1296,2634,2,0,1969.0,4,0,0,0
60,70.0,9247,6,6,1962,1962,318.0,319,0,539,858,858,858,1716,1,1,1962.0,2,0,0,0
50,50.0,6000,6,9,1937,2000,0.0,0,0,698,698,786,390,1176,1,0,1999.0,2,210,0,0
50,56.0,14720,8,5,1995,1996,579.0,816,0,1217,2033,2053,1185,3238,2,1,1996.0,3,283,0,0
80,102.0,10192,7,6,1968,1992,143.0,0,0,570,570,1222,698,1920,3,1,1968.0,2,0,0,0
20,129.0,16737,9,5,2004,2005,66.0,1447,0,533,1980,1980,0,1980,2,1,2004.0,3,194,0,0
70,51.0,9842,5,6,1921,1998,0.0,0,0,612,612,990,1611,2601,3,0,1998.0,2,183,301,0
20,124.0,16158,7,5,2005,2005,16.0,1274,0,256,1530,1530,0,1530,2,1,2005.0,2,168,0,0
60,73.0,8499,6,5,2006,2007,0.0,0,0,616,616,616,796,1412,2,1,2007.0,2,0,0,0
160,30.0,3180,7,5,2005,2005,0.0,0,0,600,600,520,600,1200,2,0,2005.0,2,0,0,0
60,68.0,9179,7,5,1999,1999,158.0,633,0,240,873,882,908,1790,2,0,1999.0,2,0,0,0
160,41.0,2665,5,6,1977,1977,0.0,548,173,36,757,925,550,1475,2,1,1977.0,1,104,0,0
20,48.0,10635,8,5,2003,2003,171.0,370,972,315,1657,1668,0,1668,2,1,2003.0,2,0,0,0
50,90.0,5400,4,6,1920,1950,0.0,315,105,420,840,840,534,1374,1,0,1967.0,1,0,198,0
80,80.0,9600,6,6,1955,1996,0.0,831,0,161,992,1661,0,1661,1,1,1955.0,1,0,0,0
60,75.0,9750,7,6,1998,1998,0.0,975,0,133,1108,1108,989,2097,2,1,1998.0,2,253,0,0
60,85.0,10625,7,5,2005,2005,0.0,0,0,1026,1026,1026,932,1958,2,1,2005.0,3,154,0,0
20,89.0,10991,8,5,2007,2007,80.0,0,0,1571,1571,1571,0,1571,2,1,2007.0,3,100,0,0
30,52.0,6292,6,5,1930,1950,0.0,384,0,384,768,790,0,790,1,0,1925.0,1,0,0,0
50,60.0,10998,5,5,1941,1960,0.0,408,420,156,984,984,620,1604,2,0,1977.0,2,0,0,0
160,21.0,1953,6,5,1973,1973,408.0,309,0,174,483,483,504,987,1,0,1973.0,1,72,0,0
80,73.0,9735,5,5,2006,2007,0.0,0,0,384,384,754,640,1394,2,0,2007.0,2,100,0,0
30,45.0,8212,3,3,1914,1950,0.0,203,0,661,864,864,0,864,1,0,1938.0,1,0,96,0
70,60.0,7200,7,7,1920,1950,0.0,0,0,596,596,998,764,1762,1,0,1989.0,2,36,221,0
50,60.0,9060,6,5,1939,1950,0.0,204,0,356,560,698,560,1258,1,0,1939.0,1,0,0,0
50,40.0,5436,4,8,1922,2007,0.0,735,0,61,796,796,358,1154,1,0,1922.0,1,0,0,0
60,80.0,16692,7,5,1978,1978,184.0,790,469,133,1392,1392,1392,2784,3,2,1978.0,2,0,0,2000
50,60.0,8520,6,7,1916,1950,0.0,168,546,0,714,1664,862,2526,2,1,1916.0,1,88,0,0
20,42.0,14892,9,5,2006,2007,160.0,1320,0,426,1746,1746,0,1746,2,2,2006.0,3,201,0,0
50,60.0,6000,6,6,1941,1950,0.0,375,0,360,735,869,349,1218,1,1,2003.0,2,0,0,0
20,70.0,9100,7,5,2000,2000,244.0,1400,0,125,1525,1525,0,1525,2,0,2000.0,2,219,0,0
90,65.0,8944,5,5,1967,1967,0.0,0,0,1584,1584,1584,0,1584,2,0,1967.0,3,0,0,0
85,68.0,7838,5,5,1967,1967,0.0,769,0,95,864,900,0,900,1,1,1967.0,1,175,0,0
190,60.0,10800,6,7,1905,2000,0.0,0,0,482,482,1221,691,1912,2,1,2003.0,2,0,212,0
120,53.0,4045,7,5,2006,2006,45.0,1070,0,286,1356,1500,0,1500,2,1,2006.0,3,161,0,0
60,88.0,12665,8,5,2005,2006,245.0,0,0,1094,1094,1133,1349,2482,2,1,2005.0,3,144,0,0
70,51.0,6120,5,8,1920,2004,0.0,0,0,939,939,939,574,1513,1,0,1933.0,1,24,150,0
50,60.0,7200,5,4,1950,1982,0.0,180,352,676,1208,1136,768,1904,1,0,1950.0,1,0,168,0
50,51.0,6171,6,6,1925,1990,0.0,264,0,712,976,1160,448,1608,2,1,1925.0,1,147,0,0
50,50.0,6000,6,7,1929,1950,0.0,0,0,862,862,950,208,1158,1,1,1929.0,1,0,112,0
60,62.0,7415,6,5,2004,2004,0.0,759,0,80,839,864,729,1593,2,1,2004.0,2,100,0,0
20,64.0,6762,7,5,2006,2006,0.0,0,0,1286,1286,1294,0,1294,2,1,2006.0,2,168,0,0
20,49.0,15256,8,5,2007,2007,84.0,929,0,556,1485,1464,0,1464,2,0,2007.0,3,168,0,0
50,60.0,10410,3,4,1915,1950,0.0,0,0,672,672,694,520,1214,1,0,1998.0,3,216,160,0
120,44.0,3842,8,5,2004,2005,174.0,1373,0,221,1594,1646,0,1646,2,1,2004.0,2,128,0,0
85,70.0,8445,5,7,1972,2007,0.0,656,0,112,768,768,0,768,1,0,1988.0,2,58,0,0
70,60.0,7740,4,7,1910,1950,0.0,0,0,622,622,741,622,1363,1,0,1966.0,2,0,0,0
60,46.0,20544,7,6,1986,1991,123.0,0,0,791,791,1236,857,2093,2,1,1986.0,2,364,0,0
60,79.0,12420,7,5,2001,2001,0.0,666,0,278,944,944,896,1840,2,0,2001.0,2,0,0,0
50,80.0,9600,6,8,1950,2005,0.0,120,0,736,856,1112,556,1668,1,0,1950.0,1,0,0,0
90,60.0,7200,4,5,1949,1950,0.0,0,0,0,0,1040,0,1040,2,0,1956.0,2,0,0,0
20,88.0,10994,8,5,2005,2006,366.0,976,0,868,1844,1844,0,1844,2,1,2005.0,2,165,0,0
50,64.0,13053,6,7,1923,2000,0.0,0,0,833,833,1053,795,1848,1,1,1922.0,2,0,0,0
120,51.0,3635,7,5,2007,2007,130.0,988,0,398,1386,1569,0,1569,2,1,2007.0,3,143,0,0
190,60.0,11340,4,6,1885,1950,0.0,0,0,777,777,1246,1044,2290,2,0,1971.0,2,0,114,0
20,71.0,9204,5,5,1963,1963,0.0,25,872,247,1144,1144,0,1144,1,0,1962.0,1,0,0,0
60,90.0,11700,6,6,1968,1968,420.0,404,0,304,708,708,708,1416,2,1,1968.0,2,0,0,0
120,53.0,4043,6,5,1977,1977,0.0,360,0,709,1069,1069,0,1069,2,1,1977.0,2,0,0,0
120,37.0,4435,6,5,2003,2003,170.0,686,0,162,848,848,0,848,1,0,2003.0,2,140,0,0
20,80.0,10721,6,6,1959,1959,243.0,0,0,1252,1252,1252,0,1252,1,0,1960.0,2,0,0,0
60,81.0,10944,7,5,1994,1994,448.0,1000,0,223,1223,1223,904,2127,2,2,1994.0,2,171,0,0
50,60.0,10930,5,6,1945,1950,0.0,580,0,333,913,1048,510,1558,1,1,1962.0,1,0,0,0
30,60.0,7200,5,7,1940,1992,294.0,510,0,278,788,804,0,804,1,2,1940.0,1,0,154,0
60,60.0,21930,5,5,2005,2005,0.0,0,0,732,732,734,1104,1838,2,1,2005.0,2,100,0,0
30,60.0,10800,4,6,1927,2007,0.0,0,0,656,656,968,0,968,2,0,1928.0,1,0,0,0
60,93.0,10261,6,5,2000,2000,318.0,0,0,936,936,962,830,1792,2,1,2000.0,2,0,0,0
20,80.0,17400,5,5,1977,1977,0.0,936,0,190,1126,1126,0,1126,2,1,1977.0,2,295,0,0
20,80.0,8400,6,9,1962,2005,237.0,0,0,1319,1319,1537,0,1537,1,1,1962.0,2,0,0,0
20,60.0,9000,4,6,1971,1971,0.0,616,0,248,864,864,0,864,1,0,1974.0,2,0,0,0
20,96.0,12444,8,5,2008,2008,426.0,1336,0,596,1932,1932,0,1932,2,1,2008.0,3,0,0,0
20,90.0,7407,6,7,1957,1996,0.0,600,0,312,912,1236,0,1236,1,0,1957.0,2,0,158,0
60,80.0,11584,7,6,1979,1979,96.0,315,110,114,539,1040,685,1725,2,1,1979.0,2,0,216,0
70,79.0,11526,6,7,1922,1994,0.0,0,0,588,588,1423,748,2555,2,1,1993.0,2,431,0,0
60,85.0,11003,10,5,2008,2008,160.0,765,0,252,1017,1026,981,2007,2,1,2008.0,3,168,0,0
20,63.0,8500,7,5,2004,2004,106.0,0,0,1422,1422,1422,0,1422,2,0,2004.0,2,192,0,0
85,70.0,8400,6,5,1966,1966,0.0,187,627,0,814,913,0,913,1,0,1990.0,1,0,252,0
60,80.0,10000,8,5,1995,1996,438.0,1079,0,141,1220,1220,870,2090,2,1,1995.0,2,0,0,0
50,70.0,11767,4,7,1910,2000,0.0,0,0,560,560,796,550,1346,1,0,1950.0,1,168,0,0
20,78.0,9262,8,5,2008,2009,194.0,0,0,1573,1573,1578,0,1578,2,1,2008.0,3,0,0,0
180,35.0,3675,5,5,2005,2005,80.0,547,0,0,547,1072,0,1072,1,0,2005.0,2,0,0,0
20,62.0,7500,7,5,2004,2005,0.0,410,0,811,1221,1221,0,1221,2,0,2004.0,2,0,0,0
60,62.0,7917,6,5,1999,2000,0.0,0,0,953,953,953,694,1647,2,1,1999.0,2,0,0,0
20,85.0,13175,6,6,1978,1988,119.0,790,163,589,1542,2073,0,2073,2,2,1978.0,2,349,0,0
70,66.0,9042,7,9,1941,2006,0.0,275,0,877,1152,1188,1152,2340,2,2,1941.0,1,0,0,2500
20,68.0,9717,5,6,1950,1996,0.0,49,1029,0,1078,1078,0,1078,1,0,1950.0,1,366,112,0
20,75.0,9937,5,6,1965,1965,0.0,830,290,136,1256,1256,0,1256,1,0,1965.0,1,736,0,0
